2006,01,01,34,28,22
2006,01,02,38,33,27
2006,01,03,39,34,28
2006,01,04,32,29,26
2006,01,05,39,34,29
2006,01,06,39,35,31
2006,01,07,32,28,24
2006,01,08,35,31,26
2006,01,09,48,39,30
2006,01,10,44,39,34
2006,01,11,55,45,34
2006,01,12,55,49,42
2006,01,13,55,45,35
2006,01,14,59,51,42
2006,01,15,41,26,11
2006,01,16,32,21,10
2006,01,17,37,31,24
2006,01,18,60,49,38
2006,01,19,43,39,34
2006,01,20,57,46,35
2006,01,21,60,49,37
2006,01,22,38,33,28
2006,01,23,35,33,31
2006,01,24,39,35,31
2006,01,25,42,37,32
2006,01,26,37,30,23
2006,01,27,38,30,21
2006,01,28,53,44,35
2006,01,29,47,42,36
2006,01,30,41,38,34
2006,01,31,40,34,28
2006,02,01,42,36,30
2006,02,02,45,38,31
2006,02,03,55,47,38
2006,02,04,49,44,39
2006,02,05,51,46,40
2006,02,06,40,37,33
2006,02,07,37,32,27
2006,02,08,35,29,23
2006,02,09,34,27,20
2006,02,10,29,23,16
2006,02,11,28,23,18
2006,02,12,28,22,16
2006,02,13,33,25,17
2006,02,14,40,34,27
2006,02,15,54,42,30
2006,02,16,54,44,34
2006,02,17,57,43,28
2006,02,18,32,22,11
2006,02,19,29,19,9
2006,02,20,34,27,20
2006,02,21,40,31,22
2006,02,22,41,35,28
2006,02,23,43,37,30
2006,02,24,37,31,24
2006,02,25,28,24,19
2006,02,26,23,18,13
2006,02,27,22,15,7
2006,02,28,28,22,16
2006,03,01,33,26,18
2006,03,02,35,29,23
2006,03,03,31,26,20
2006,03,04,40,30,20
2006,03,05,46,37,28
2006,03,06,38,32,26
2006,03,07,40,33,26
2006,03,08,38,33,27
2006,03,09,42,38,34
2006,03,10,66,52,38
2006,03,11,59,51,43
2006,03,12,57,46,35
2006,03,13,53,47,40
2006,03,14,58,47,36
2006,03,15,41,37,32
2006,03,16,43,37,30
2006,03,17,41,33,24
2006,03,18,38,30,22
2006,03,19,36,30,24
2006,03,20,34,28,22
2006,03,21,47,35,23
2006,03,22,42,37,31
2006,03,23,56,45,33
2006,03,24,45,41,36
2006,03,25,42,39,36
2006,03,26,50,43,36
2006,03,27,57,47,37
2006,03,28,50,43,36
2006,03,29,55,45,34
2006,03,30,59,51,43
2006,03,31,73,57,40
2006,04,02,64,55,46
2006,04,03,52,46,39
2006,04,04,51,44,37
2006,04,05,39,36,33
2006,04,06,53,44,34
2006,04,07,61,49,37
2006,04,08,53,46,38
2006,04,09,44,40,35
2006,04,10,57,47,37
2006,04,11,58,49,39
2006,04,12,69,55,41
2006,04,13,69,62,54
2006,04,14,68,57,45
2006,04,15,77,62,47
2006,04,16,59,53,46
2006,04,17,53,48,43
2006,04,18,64,55,46
2006,04,19,73,61,49
2006,04,20,64,55,45
2006,04,21,49,46,43
2006,04,22,48,44,39
2006,04,23,48,46,43
2006,04,24,48,46,44
2006,04,25,70,57,43
2006,04,26,60,49,38
2006,04,27,55,49,43
2006,04,28,50,45,40
2006,04,29,55,47,39
2006,04,30,56,48,40
2006,05,01,55,50,44
2006,05,02,47,46,44
2006,05,03,54,50,45
2006,05,04,71,62,53
2006,05,05,80,68,55
2006,05,06,68,61,54
2006,05,07,61,54,46
2006,05,08,58,52,46
2006,05,09,54,51,47
2006,05,10,50,49,47
2006,05,11,52,50,47
2006,05,12,51,50,48
2006,05,13,50,48,46
2006,05,14,49,48,46
2006,05,15,50,49,47
2006,05,16,56,52,48
2006,05,17,69,60,50
2006,05,18,76,64,52
2006,05,19,65,59,52
2006,05,20,68,59,50
2006,05,21,68,57,45
2006,05,22,66,56,45
